Class	Type	Prop	Disabled
SimpleModCheckerSettings	bool	AutoRestoreSettingBackupOnStartup	
SimpleModCheckerSettings	bool	AutoSaveOffChirp	
SimpleModCheckerSettings	bool	DeleteCorrupted	
SimpleModCheckerSettings	bool	DeleteMissingCIDs	TRUE
SimpleModCheckerSettings	bool	DisableContinueInGame	
SimpleModCheckerSettings	bool	DisableContinueOnLauncher	
SimpleModCheckerSettings	bool	EnableVerboseLogging	TRUE
SimpleModCheckerSettings	bool	IsCleaningUp	TRUE
SimpleModCheckerSettings	bool	IsCustomChirpsOn	
SimpleModCheckerSettings	bool	IsInGameOrEditor	TRUE
SimpleModCheckerSettings	int	ModDatabaseTimeVersion	TRUE
SimpleModCheckerSettings	string	ModFolderDropdown	TRUE
SimpleModCheckerSettings	int	ModFolderListVersion	TRUE
SimpleModCheckerSettings	int	ModLoadedVersion	TRUE
SimpleModCheckerSettings	bool	PlaySound	
SimpleModCheckerSettings	int	ProfileDropdown	
SimpleModCheckerSettings	int	ProfileListVersion	TRUE
SimpleModCheckerSettings	string	ProfileName0	TRUE
SimpleModCheckerSettings	string	ProfileName1	
SimpleModCheckerSettings	string	ProfileName2	
SimpleModCheckerSettings	string	ProfileName3	
SimpleModCheckerSettings	string	ProfileName4	
SimpleModCheckerSettings	string	ProfileName5	
SimpleModCheckerSettings	string	ProfileName6	
SimpleModCheckerSettings	string	ProfileName7	
SimpleModCheckerSettings	string	ProfileName8	
SimpleModCheckerSettings	string	ProfileName9	
SimpleModCheckerSettings	bool	ShowNotif	
SimpleModCheckerSettings	bool	VerifyRunning	TRUE
SimpleRadioSettings	bool	EnableMP3	
SimpleRadioSettings	bool	EnableWAV	
SimpleRadioSettings	string	LastStation	TRUE
SirenChangerSettings	string	AlternateAmbientFallbackSelection	
SirenChangerSettings	string	AlternateBuildingFallbackSelection	
SirenChangerSettings	string	AlternateFallbackSiren	
SirenChangerSettings	string	AlternateVehicleEngineFallbackSelection	
SirenChangerSettings	bool	AmbientEnabled	
SirenChangerSettings	bool	AmbientMuteAllTargets	
SirenChangerSettings	string	AmbientOverrideSelection	
SirenChangerSettings	string	AmbientOverrideTarget	
SirenChangerSettings	float	AmbientProfileDoppler	
SirenChangerSettings	float	AmbientProfileFadeInSeconds	
SirenChangerSettings	float	AmbientProfileFadeOutSeconds	
SirenChangerSettings	bool	AmbientProfileLoop	
SirenChangerSettings	float	AmbientProfileMaxDistance	
SirenChangerSettings	float	AmbientProfileMinDistance	
SirenChangerSettings	float	AmbientProfilePitch	
SirenChangerSettings	bool	AmbientProfileRandomStartTime	
SirenChangerSettings	int	AmbientProfileRolloffMode	
SirenChangerSettings	float	AmbientProfileSpatialBlend	
SirenChangerSettings	float	AmbientProfileSpread	
SirenChangerSettings	float	AmbientProfileVolume	
SirenChangerSettings	string	AmbulanceSirenEU	
SirenChangerSettings	string	AmbulanceSirenNA	
SirenChangerSettings	bool	AutoApplySoundSetPerCity	
SirenChangerSettings	bool	BuildingEnabled	
SirenChangerSettings	bool	BuildingMuteAllTargets	
SirenChangerSettings	string	BuildingOverrideSelection	
SirenChangerSettings	string	BuildingOverrideTarget	
SirenChangerSettings	float	BuildingProfileDoppler	
SirenChangerSettings	float	BuildingProfileFadeInSeconds	
SirenChangerSettings	float	BuildingProfileFadeOutSeconds	
SirenChangerSettings	bool	BuildingProfileLoop	
SirenChangerSettings	float	BuildingProfileMaxDistance	
SirenChangerSettings	float	BuildingProfileMinDistance	
SirenChangerSettings	float	BuildingProfilePitch	
SirenChangerSettings	bool	BuildingProfileRandomStartTime	
SirenChangerSettings	int	BuildingProfileRolloffMode	
SirenChangerSettings	float	BuildingProfileSpatialBlend	
SirenChangerSettings	float	BuildingProfileSpread	
SirenChangerSettings	float	BuildingProfileVolume	
SirenChangerSettings	string	CopyFromAmbientProfile	
SirenChangerSettings	string	CopyFromBuildingProfile	
SirenChangerSettings	string	CopyFromProfile	
SirenChangerSettings	string	CopyFromVehicleEngineProfile	
SirenChangerSettings	string	DeveloperAmbientSelection	TRUE
SirenChangerSettings	string	DeveloperBuildingSelection	TRUE
SirenChangerSettings	string	DeveloperEngineSelection	TRUE
SirenChangerSettings	string	DeveloperModuleDisplayName	TRUE
SirenChangerSettings	string	DeveloperModuleExportDirectory	TRUE
SirenChangerSettings	string	DeveloperModuleFolderName	TRUE
SirenChangerSettings	string	DeveloperModuleId	TRUE
SirenChangerSettings	string	DeveloperModuleLocalAmbientSelection	TRUE
SirenChangerSettings	string	DeveloperModuleLocalBuildingSelection	TRUE
SirenChangerSettings	string	DeveloperModuleLocalEngineSelection	TRUE
SirenChangerSettings	string	DeveloperModuleLocalSirenSelection	TRUE
SirenChangerSettings	string	DeveloperModuleLocalTransitAnnouncementSelection	TRUE
SirenChangerSettings	string	DeveloperModuleSoundSetProfileSelection	TRUE
SirenChangerSettings	int	DeveloperModuleUploadAccessLevel	TRUE
SirenChangerSettings	string	DeveloperModuleUploadAdditionalDependencies	TRUE
SirenChangerSettings	string	DeveloperModuleUploadDescription	TRUE
SirenChangerSettings	string	DeveloperModuleUploadExistingPublishedId	TRUE
SirenChangerSettings	int	DeveloperModuleUploadPublishMode	TRUE
SirenChangerSettings	string	DeveloperModuleUploadThumbnailDirectory	TRUE
SirenChangerSettings	string	DeveloperModuleUploadThumbnailPath	TRUE
SirenChangerSettings	string	DeveloperModuleVersion	TRUE
SirenChangerSettings	string	DeveloperSirenSelection	TRUE
SirenChangerSettings	bool	DumpAllSirenCandidates	
SirenChangerSettings	bool	DumpDetectedSirens	
SirenChangerSettings	string	EditAmbientProfile	
SirenChangerSettings	string	EditBuildingProfile	
SirenChangerSettings	string	EditProfile	
SirenChangerSettings	string	EditVehicleEngineProfile	
SirenChangerSettings	bool	Enabled	
SirenChangerSettings	string	FireTruckSirenEU	
SirenChangerSettings	string	FireTruckSirenNA	
SirenChangerSettings	int	MissingAmbientFallbackBehavior	
SirenChangerSettings	int	MissingBuildingFallbackBehavior	
SirenChangerSettings	int	MissingSirenFallbackBehavior	
SirenChangerSettings	int	MissingVehicleEngineFallbackBehavior	
SirenChangerSettings	string	NewCitySoundSetName	
SirenChangerSettings	string	PoliceSirenEU	
SirenChangerSettings	string	PoliceSirenNA	
SirenChangerSettings	float	ProfileDoppler	
SirenChangerSettings	float	ProfileFadeInSeconds	
SirenChangerSettings	float	ProfileFadeOutSeconds	
SirenChangerSettings	bool	ProfileLoop	
SirenChangerSettings	float	ProfileMaxDistance	
SirenChangerSettings	float	ProfileMinDistance	
SirenChangerSettings	float	ProfilePitch	
SirenChangerSettings	bool	ProfileRandomStartTime	
SirenChangerSettings	int	ProfileRolloffMode	
SirenChangerSettings	float	ProfileSpatialBlend	
SirenChangerSettings	float	ProfileSpread	
SirenChangerSettings	float	ProfileVolume	
SirenChangerSettings	string	SelectedCitySoundSet	
SirenChangerSettings	string	SelectedCitySoundSetBinding	
SirenChangerSettings	string	SpecificVehiclePrefab	
SirenChangerSettings	string	SpecificVehicleSirenOverride	
SirenChangerSettings	float	TransitAnnouncementGlobalMaxDistance	
SirenChangerSettings	float	TransitAnnouncementGlobalMinDistance	
SirenChangerSettings	float	TransitAnnouncementGlobalVolume	
SirenChangerSettings	string	TransitAnnouncementLineArrivalOverride	
SirenChangerSettings	string	TransitAnnouncementLineDepartureOverride	
SirenChangerSettings	string	TransitAnnouncementLineOverrideService	
SirenChangerSettings	string	TransitAnnouncementSelectedLineOverride	
SirenChangerSettings	string	TransitAnnouncementSelectedStationOverride	
SirenChangerSettings	bool	TransitAnnouncementsEnabled	
SirenChangerSettings	bool	VehicleEngineEnabled	
SirenChangerSettings	string	VehicleEngineOverrideSelection	
SirenChangerSettings	string	VehicleEngineOverrideTarget	
SirenChangerSettings	float	VehicleEngineProfileDoppler	
SirenChangerSettings	float	VehicleEngineProfileFadeInSeconds	
SirenChangerSettings	float	VehicleEngineProfileFadeOutSeconds	
SirenChangerSettings	bool	VehicleEngineProfileLoop	
SirenChangerSettings	float	VehicleEngineProfileMaxDistance	
SirenChangerSettings	float	VehicleEngineProfileMinDistance	
SirenChangerSettings	float	VehicleEngineProfilePitch	
SirenChangerSettings	bool	VehicleEngineProfileRandomStartTime	
SirenChangerSettings	int	VehicleEngineProfileRolloffMode	
SirenChangerSettings	float	VehicleEngineProfileSpatialBlend	
SirenChangerSettings	float	VehicleEngineProfileSpread	
SirenChangerSettings	float	VehicleEngineProfileVolume	
SmartTransportationSettings	float	busy_stop_enter_pct	
SmartTransportationSettings	float	busy_stop_exit_pct	
SmartTransportationSettings	bool	debug	
SmartTransportationSettings	bool	disable_Airplane	
SmartTransportationSettings	bool	disable_bus	
SmartTransportationSettings	bool	disable_chirps	
SmartTransportationSettings	bool	disable_Ferry	
SmartTransportationSettings	bool	disable_Ship	
SmartTransportationSettings	bool	disable_Subway	
SmartTransportationSettings	bool	disable_Train	
SmartTransportationSettings	bool	disable_Tram	
SmartTransportationSettings	float	max_adjustable_ongoing_unit	
SmartTransportationSettings	int	max_ticket_discount_Airplane	
SmartTransportationSettings	int	max_ticket_discount_bus	
SmartTransportationSettings	int	max_ticket_discount_Ferry	
SmartTransportationSettings	int	max_ticket_discount_Ship	
SmartTransportationSettings	int	max_ticket_discount_Subway	
SmartTransportationSettings	int	max_ticket_discount_Train	
SmartTransportationSettings	int	max_ticket_discount_Tram	
SmartTransportationSettings	int	max_ticket_increase_Airplane	
SmartTransportationSettings	int	max_ticket_increase_bus	
SmartTransportationSettings	int	max_ticket_increase_Ferry	
SmartTransportationSettings	int	max_ticket_increase_Ship	
SmartTransportationSettings	int	max_ticket_increase_Subway	
SmartTransportationSettings	int	max_ticket_increase_Train	
SmartTransportationSettings	int	max_ticket_increase_Tram	
SmartTransportationSettings	int	max_vahicles_adj_Airplane	
SmartTransportationSettings	int	max_vahicles_adj_bus	
SmartTransportationSettings	int	max_vahicles_adj_Ferry	
SmartTransportationSettings	int	max_vahicles_adj_Ship	
SmartTransportationSettings	int	max_vahicles_adj_Subway	
SmartTransportationSettings	int	max_vahicles_adj_Train	
SmartTransportationSettings	int	max_vahicles_adj_Tram	
SmartTransportationSettings	int	min_vahicles_adj_Airplane	
SmartTransportationSettings	int	min_vahicles_adj_bus	
SmartTransportationSettings	int	min_vahicles_adj_Ferry	
SmartTransportationSettings	int	min_vahicles_adj_Ship	
SmartTransportationSettings	int	min_vahicles_adj_Subway	
SmartTransportationSettings	int	min_vahicles_adj_Train	
SmartTransportationSettings	int	min_vahicles_adj_Tram	
SmartTransportationSettings	int	standard_ticket_Airplane	
SmartTransportationSettings	int	standard_ticket_bus	
SmartTransportationSettings	int	standard_ticket_Ferry	
SmartTransportationSettings	int	standard_ticket_Ship	
SmartTransportationSettings	int	standard_ticket_Subway	
SmartTransportationSettings	int	standard_ticket_Train	
SmartTransportationSettings	int	standard_ticket_Tram	
SmartTransportationSettings	int	target_occupancy_Airplane	
SmartTransportationSettings	int	target_occupancy_bus	
SmartTransportationSettings	int	target_occupancy_Ferry	
SmartTransportationSettings	int	target_occupancy_Ship	
SmartTransportationSettings	int	target_occupancy_Subway	
SmartTransportationSettings	int	target_occupancy_Train	
SmartTransportationSettings	int	target_occupancy_Tram	
SmartTransportationSettings	float	threshold	
SmartTransportationSettings	UpdateFreqEnum	updateFreq	
SmartTransportationSettings	float	waiting_time_weight	
SmartUpkeepManagerSettings	int	AdminBuilding	
SmartUpkeepManagerSettings	int	Airplane	
SmartUpkeepManagerSettings	int	AirPollution	
SmartUpkeepManagerSettings	int	Ambulance	
SmartUpkeepManagerSettings	int	Attraction	
SmartUpkeepManagerSettings	int	BatteryCap	
SmartUpkeepManagerSettings	int	BatteryOut	
SmartUpkeepManagerSettings	int	BodyProcessing	
SmartUpkeepManagerSettings	int	BodyStorage	
SmartUpkeepManagerSettings	int	Bus	
SmartUpkeepManagerSettings	bool	CityBonusMultiplier	
SmartUpkeepManagerSettings	int	ComfortFactor	
SmartUpkeepManagerSettings	int	DeliveryTruck	
SmartUpkeepManagerSettings	bool	Disable	
SmartUpkeepManagerSettings	int	DisasterFacility	
SmartUpkeepManagerSettings	int	DispatchCenter	
SmartUpkeepManagerSettings	int	DumpTruck	
SmartUpkeepManagerSettings	int	EarlyDisasterWarningSystem	
SmartUpkeepManagerSettings	int	ElectricityProduction	
SmartUpkeepManagerSettings	int	EmergencyGenerator	
SmartUpkeepManagerSettings	int	EmergencyPolice	
SmartUpkeepManagerSettings	int	EmployeeUpkeep	
SmartUpkeepManagerSettings	int	EnergyElectricity	
SmartUpkeepManagerSettings	int	EnergyFuel	
SmartUpkeepManagerSettings	int	EvacuationBus	
SmartUpkeepManagerSettings	int	Fibre	
SmartUpkeepManagerSettings	int	FireDisasterCap	
SmartUpkeepManagerSettings	int	FireHelicopter	
SmartUpkeepManagerSettings	int	FireTruck	
SmartUpkeepManagerSettings	int	FireVehicleEffi	
SmartUpkeepManagerSettings	int	Firewatch	
SmartUpkeepManagerSettings	int	GarbageCap	
SmartUpkeepManagerSettings	int	GarbagePowered	
SmartUpkeepManagerSettings	int	GarbageProcessing	
SmartUpkeepManagerSettings	int	GarbageTruck	
SmartUpkeepManagerSettings	int	GroundPollution	
SmartUpkeepManagerSettings	int	GroundWaterPowered	
SmartUpkeepManagerSettings	int	HealthBonus	
SmartUpkeepManagerSettings	int	HealthRange	
SmartUpkeepManagerSettings	int	Hearse	
SmartUpkeepManagerSettings	int	Intelligence	
SmartUpkeepManagerSettings	int	LeisureAttractions	
SmartUpkeepManagerSettings	int	LeisureCityBeach	
SmartUpkeepManagerSettings	int	LeisureCityIndoors	
SmartUpkeepManagerSettings	int	LeisureCityPark	
SmartUpkeepManagerSettings	int	LeisureCommercial	
SmartUpkeepManagerSettings	int	LeisureEfficieny	
SmartUpkeepManagerSettings	int	LeisureEntertainment	
SmartUpkeepManagerSettings	int	LeisureMeals	
SmartUpkeepManagerSettings	int	LeisureRelaxation	
SmartUpkeepManagerSettings	int	LeisureSightseeing	
SmartUpkeepManagerSettings	int	LeisureTravel	
SmartUpkeepManagerSettings	int	LocalJail	
SmartUpkeepManagerSettings	int	MailCap	
SmartUpkeepManagerSettings	int	MaintenanceBoost	
SmartUpkeepManagerSettings	int	MedicalHelicopter	
SmartUpkeepManagerSettings	int	NetworkCap	
SmartUpkeepManagerSettings	int	NoisePollution	
SmartUpkeepManagerSettings	int	ParkingSpots	
SmartUpkeepManagerSettings	int	ParkMaintenance	
SmartUpkeepManagerSettings	int	ParkMaintenanceVehicle	
SmartUpkeepManagerSettings	int	Patient	
SmartUpkeepManagerSettings	int	Patrol	
SmartUpkeepManagerSettings	int	PatrolCar	
SmartUpkeepManagerSettings	int	PlatformMaintenance	
SmartUpkeepManagerSettings	int	PlotPrice	
SmartUpkeepManagerSettings	int	PoliceHelicopter	
SmartUpkeepManagerSettings	int	PostSortingRate	
SmartUpkeepManagerSettings	int	PostTruck	
SmartUpkeepManagerSettings	int	PostVan	
SmartUpkeepManagerSettings	int	PrisonerCap	
SmartUpkeepManagerSettings	int	PrisonerHealth	
SmartUpkeepManagerSettings	int	PrisonerWellbeing	
SmartUpkeepManagerSettings	int	PrisonVan	
SmartUpkeepManagerSettings	int	Purification	
SmartUpkeepManagerSettings	int	ResearchFacility	
SmartUpkeepManagerSettings	int	RoadMaintenance	
SmartUpkeepManagerSettings	int	RoadMaintenanceVehicle	
SmartUpkeepManagerSettings	int	Rocket	
SmartUpkeepManagerSettings	bool	ServiceBudgetMultiplier	
SmartUpkeepManagerSettings	int	ServiceCoverageMultiplier	
SmartUpkeepManagerSettings	int	SewageOutCap	
SmartUpkeepManagerSettings	int	ShelterCap	
SmartUpkeepManagerSettings	int	Ship	
SmartUpkeepManagerSettings	int	SnowPloughing	
SmartUpkeepManagerSettings	int	SolarPowered	
SmartUpkeepManagerSettings	int	StorageUpkeep	
SmartUpkeepManagerSettings	int	Student	
SmartUpkeepManagerSettings	int	StudentGraduation	
SmartUpkeepManagerSettings	int	StudentHealth	
SmartUpkeepManagerSettings	int	StudentWellbeing	
SmartUpkeepManagerSettings	int	Subway	
SmartUpkeepManagerSettings	int	Taxi	
SmartUpkeepManagerSettings	int	TelecomRange	
SmartUpkeepManagerSettings	int	Towing	
SmartUpkeepManagerSettings	int	TradedResource	
SmartUpkeepManagerSettings	int	Train	
SmartUpkeepManagerSettings	int	Tram	
SmartUpkeepManagerSettings	int	Transformer	
SmartUpkeepManagerSettings	int	Treatment	
SmartUpkeepManagerSettings	int	Uniqueness	
SmartUpkeepManagerSettings	bool	VerboseLogging	TRUE
SmartUpkeepManagerSettings	int	WaterPowered	
SmartUpkeepManagerSettings	int	WaterPumpCap	
SmartUpkeepManagerSettings	int	WelfareOffice	
SmartUpkeepManagerSettings	int	WindPowered	
SmartUpkeepManagerSettings	int	Wireless	
SnapToTopographySettings	int	SnapInterval	
SnapToTopographySettings	bool	Toggle	
SpeechFreeRadioSettings	bool	ToggleAllowWeather	
StationNamingSettings	string	AddressNameFormat	
StationNamingSettings	bool	AdminAutoNaming	
StationNamingSettings	bool	AdminSource	
StationNamingSettings	bool	ApplyXfixToStops	
StationNamingSettings	bool	ApplyXfixToTransportStation	
StationNamingSettings	bool	AutoNaming	
StationNamingSettings	bool	AutoUpdate	
StationNamingSettings	bool	BuildingName	
StationNamingSettings	bool	BuildingNameWithCurrentRoad	
StationNamingSettings	bool	DeathcareAutoNaming	
StationNamingSettings	bool	DeathcareSource	
StationNamingSettings	bool	DisasterAutoNaming	
StationNamingSettings	bool	DisasterSource	
StationNamingSettings	NameFormat	DistrictFormat	TRUE
StationNamingSettings	bool	DistrictPrefixSeparately	
StationNamingSettings	bool	ElectricityAutoNaming	
StationNamingSettings	bool	ElectricitySource	
StationNamingSettings	bool	Enable	
StationNamingSettings	bool	EnableDistrict	
StationNamingSettings	bool	EnableDistrictPrefix	
StationNamingSettings	bool	FireStationAutoNaming	
StationNamingSettings	bool	FireStationSource	
StationNamingSettings	bool	GarbageAutoNaming	
StationNamingSettings	bool	GarbageSource	
StationNamingSettings	bool	HospitalAutoNaming	
StationNamingSettings	bool	HospitalSource	
StationNamingSettings	bool	IntersectionSource	
StationNamingSettings	string	NamedAddressNameFormat	
StationNamingSettings	string	NamingSeparator	
StationNamingSettings	bool	OverrideVanillaAddress	
StationNamingSettings	bool	ParkAutoNaming	
StationNamingSettings	bool	ParkingAutoNaming	
StationNamingSettings	bool	ParkingSource	
StationNamingSettings	bool	ParkSource	
StationNamingSettings	bool	PoliceStationAutoNaming	
StationNamingSettings	bool	PoliceStationSource	
StationNamingSettings	bool	PostAutoNaming	
StationNamingSettings	bool	PostSource	
StationNamingSettings	string	Prefix	
StationNamingSettings	bool	ReverseRoadOrder	
StationNamingSettings	bool	RoadFacilityAutoNaming	
StationNamingSettings	bool	RoadFacilitySource	
StationNamingSettings	NameFormat	RoadFormat	TRUE
StationNamingSettings	bool	RoadSource	
StationNamingSettings	bool	SchoolAutoNaming	
StationNamingSettings	bool	SchoolSource	
StationNamingSettings	int	SearchDepth	
StationNamingSettings	bool	SewageAutoNaming	
StationNamingSettings	bool	SewageSource	
StationNamingSettings	bool	SpawnableBuildingName	
StationNamingSettings	int	StopNameSourcePriority1	
StationNamingSettings	int	StopNameSourcePriority2	
StationNamingSettings	int	StopNameSourcePriority3	
StationNamingSettings	string	StopPrefix	
StationNamingSettings	string	StopSuffix	
StationNamingSettings	string	Suffix	
StationNamingSettings	bool	TelecomAutoNaming	
StationNamingSettings	bool	TelecomSource	
StationNamingSettings	bool	TransportDepotAutoNaming	
StationNamingSettings	bool	TransportDepotSource	
StationNamingSettings	bool	TransportStationAutoNaming	
StationNamingSettings	string	TransportStationPrefix	
StationNamingSettings	bool	TransportStationSource	
StationNamingSettings	string	TransportStationSuffix	
StationNamingSettings	bool	TransportStopAutoNaming	
StationNamingSettings	bool	WaterAutoNaming	
StationNamingSettings	bool	WaterSource	
SunGlassesSettings	BrightenDarknessLevel	BrightenLevel	
SunGlassesSettings	bool	Contra	
SunGlassesSettings	float	GroundDiffuseLight	
SunGlassesSettings	float	IndirectDiffuseSunLighting	
SunGlassesSettings	bool	LensFlare	
SunGlassesSettings	float	SkyExposure	
SunGlassesSettings	float	SunBloom	
SunGlassesSettings	float	SunLightIntensity	
SunGlassesSettings	float	SunSize	
ToggleOverlaysSettings	bool	AutomaticallyOpenInfoView	
ToggleOverlaysSettings	bool	AutomaticallySwitchInfoViewIfOpen	
ToggleOverlaysSettings	bool	CloseInfoViewOnAssetChange	
ToggleOverlaysSettings	ColorMode	ColorblindMode	
ToggleOverlaysSettings	bool	HideUIToggle	
ToggleOverlaysSettings	bool	OpenInfoViewWhenSelectingAsset	
ToggleOverlaysSettings	ProxyBinding	ToggleShaderKeyBinding	
ToggleOverlaysSettings	bool	UseDaytimeForDarkMode	
TradingCostTweakerSettings	float	AirDistanceMultiplier	
TradingCostTweakerSettings	float	AirWeightMultiplier	
TradingCostTweakerSettings	float	AmbulanceFee	
TradingCostTweakerSettings	int	ElectricityExportPrice	
TradingCostTweakerSettings	int	ElectricityImportPrice	
TradingCostTweakerSettings	float	FireEngineFee	
TradingCostTweakerSettings	float	GarbageFee	
TradingCostTweakerSettings	float	HearseFee	
TradingCostTweakerSettings	bool	NotGameMode	TRUE
TradingCostTweakerSettings	int	PoliceFee	
TradingCostTweakerSettings	int	PopulationMultiplier	
TradingCostTweakerSettings	double	PopulationValue	
TradingCostTweakerSettings	float	RoadDistanceMultiplier	
TradingCostTweakerSettings	float	RoadWeightMultiplier	
TradingCostTweakerSettings	int	SewageExportPrice	
TradingCostTweakerSettings	float	ShipDistanceMultiplier	
TradingCostTweakerSettings	float	ShipWeightMultiplier	
TradingCostTweakerSettings	float	TrainDistanceMultiplier	
TradingCostTweakerSettings	float	TrainWeightMultiplier	
TradingCostTweakerSettings	int	WaterExportPollutionTolerance	
TradingCostTweakerSettings	int	WaterExportPrice	
TradingCostTweakerSettings	int	WaterImportPrice	
TrafficLightsEnhancementSettings	int	ChangeMetric	TRUE
TrafficLightsEnhancementSettings	string	Id	TRUE
TrafficLightsEnhancementSettings	float	IntervalExponent	TRUE
TrafficLightsEnhancementSettings	bool	m_CompatibilityMode	
TrafficLightsEnhancementSettings	bool	m_CompatibilityModeOption	
TrafficLightsEnhancementSettings	string	m_ComponentTypeToClear	
TrafficLightsEnhancementSettings	bool	m_DefaultAlwaysGreenKerbsideTurn	
TrafficLightsEnhancementSettings	bool	m_DefaultExclusivePedestrian	
TrafficLightsEnhancementSettings	bool	m_DefaultSplitPhasing	
TrafficLightsEnhancementSettings	bool	m_ForceNodeUpdate	
TrafficLightsEnhancementSettings	string	m_Locale	
TrafficLightsEnhancementSettings	string	m_LocaleOption	
TrafficLightsEnhancementSettings	ProxyBinding	m_MainPanelToggleKeyboardBinding	
TrafficLightsEnhancementSettings	ProxyBinding	m_MultiSelectEntityKeyboardBinding	
TrafficLightsEnhancementSettings	bool	m_SuppressCanaryWarning	TRUE
TrafficLightsEnhancementSettings	List<UserPreset>	m_UserPresets	TRUE
TrafficLightsEnhancementSettings	ushort	MaxDuration	TRUE
TrafficLightsEnhancementSettings	ushort	MinDuration	TRUE
TrafficLightsEnhancementSettings	string	Name	TRUE
TrafficLightsEnhancementSettings	float	TargetDurationMultiplier	TRUE
TrafficLightsEnhancementSettings	class	UserPreset	TRUE
TrafficLightsEnhancementSettings	float	WaitFlowBalance	TRUE
TrafficSettings	float	ConnectionLaneWidth	
TrafficSettings	float	ConnectorSize	
TrafficSettings	string	CurrentLocale	
TrafficSettings	float	FeedbackOutlineWidth	
TrafficSettings	bool	ShowConnectionsOverlayWhenEditing	
TrafficSettings	bool	UseGameLanguage	
TrafficSettings	bool	UseVanillaToolActions	
TrafficSettingsSettings	string	CurrentLocale	
TrafficSettingsSettings	int	NewIntersectionDefaultsVersion	
TrafficSettingsSettings	bool	NewIntersectionsCrosswalks	
TrafficSettingsSettings	bool	NewIntersectionsUnsafeCrosswalks	
TrafficSettingsSettings	bool	NewIntersectionsVanilla	
TrafficSettingsSettings	bool	NewIntersectionsWithoutUnsafe	
TrafficSettingsSettings	bool	NewIntersectionsWithoutUTurns	
TrafficSettingsSettings	bool	RemoveCrosswalkByDefault	
TrafficSettingsSettings	bool	RemoveInvisibleCrosswalkByDefault	
TrafficSettingsSettings	bool	RemoveUnsafeCrosswalksWithVisualRemoval	
TrafficSettingsSettings	bool	UseGameLanguage	
TrafficSpySettings	int	MaxPedestrianTraffic	
TrafficSpySettings	int	MaxVehicleTraffic	
TrafficSpySettings	int	RouteOpacity	
TrafficSpySettings	ProxyBinding	ToggleToolBinding	
TransitNightSchedulerSettings	bool	EnableNightMode	
TransitNightSchedulerSettings	int	NightEndHour	
TransitNightSchedulerSettings	int	NightStartHour	
TransportPolicyAdjusterSettings	int	Airplane	
TransportPolicyAdjusterSettings	int	Bus	
TransportPolicyAdjusterSettings	int	Ship	
TransportPolicyAdjusterSettings	int	Subway	
TransportPolicyAdjusterSettings	int	Train	
TransportPolicyAdjusterSettings	int	Tram	
TreeControllerSettings	AgeSelectionOptions	AgeSelectionTechnique	
TreeControllerSettings	ColorVariationSetYYTC	ColorVariationSet	
TreeControllerSettings	bool	ConstrainBrush	
TreeControllerSettings	bool	DisableTreeGrowth	
TreeControllerSettings	bool	DisableWindWhenPaused	
TreeControllerSettings	bool	FasterFullBrushStrength	
TreeControllerSettings	bool	FreeVegetation	
TreeControllerSettings	bool	IncludeStumps	
TreeControllerSettings	bool	LimitedTreeAnarchy	
TreeControllerSettings	bool	PreserveAge	
TreeControllerSettings	Ages	PreviousAgeSelection	
TreeControllerSettings	WindOptions	SelectedWindOption	
TreeControllerSettings	bool	UseDeadModelDuringWinter	
TreeControllerSettings	float	WindDirection	
TreeControllerSettings	float	WindDirectionVariance	
TreeControllerSettings	float	WindDirectionVariancePeriod	
TreeControllerSettings	float	WindGlobalStrength	
TreeControllerSettings	float	WindGlobalStrength2	
TreeControllerSettings	float	WindInterpolationDuration	
TreesReduceNoisePollutionSettings	int	AbsorptionRadius	
TreesReduceNoisePollutionSettings	bool	ModEnabled	
TreesReduceNoisePollutionSettings	int	ReductionMode	
TreesReduceNoisePollutionSettings	int	TreeNoiseStrength	
TreesReduceNoisePollutionSettings	int	UpdateInterval	
TreesReduceNoisePollutionSettings	bool	VerboseLogging	TRUE
UrbanInequalitySettings	float	levelCap1	
UrbanInequalitySettings	float	levelCap2	
UrbanInequalitySettings	float	levelCap3	
UrbanInequalitySettings	float	levelCap4	
UrbanInequalitySettings	float	levelCap5	
UrbanInequalitySettings	float	levelUpMaterialFactor	
UrbanInequalitySettings	float	maxEducationPenalty	
UrbanInequalitySettings	float	maxIncomePenalty	
UrbanInequalitySettings	float	minEducationPenalty	
UrbanInequalitySettings	float	minIncomePenalty	
UrbanInequalitySettings	CityOption	selectedCity	
UrbanInequalitySettings	int	wageLevel1	
UrbanInequalitySettings	int	wageLevel2	
UrbanInequalitySettings	int	wageLevel3	
UrbanInequalitySettings	int	wageLevel4	
UrbanInequalitySettings	int	wageLevel5	
VehicleControllerSettings	int	CityCarProbability	
VehicleControllerSettings	string	CurrentProbabilityPack	TRUE
VehicleControllerSettings	bool	CustomSpeedLimitFactor	
VehicleControllerSettings	float	DampingModifier	
VehicleControllerSettings	string	DefaultPropertyPackDropdown	
VehicleControllerSettings	bool	DisableSpeedLimitUpdate	
VehicleControllerSettings	bool	DisplayVehiclePrefabNames	
VehicleControllerSettings	bool	EnableChangeVehicles	
VehicleControllerSettings	int	HatchbackProbability	
VehicleControllerSettings	LogLevel	LoggingLevel	TRUE
VehicleControllerSettings	int	MinivanProbability	
VehicleControllerSettings	int	MotorbikeProbability	
VehicleControllerSettings	int	MuscleCarProbability	
